local_gov,tax_type,vendor_num,fy_year,fy_total
KEMPTON,MT,390004425,2016,4178.76
KEMPTON,MT,390004425,2017,4653.73
KEMPTON,MT,390004425,2018,4651.21
KEMPTON,MT,390004425,2019,5373.06
KEMPTON,MT,390004425,2020,4995.45
KEMPTON,MT,390004425,2021,6401.19
KENDALL COUNTY GOVERNMENT,CST,290000093,2006,1959807.02
KENDALL COUNTY GOVERNMENT,CST,290000093,2007,2086928.1
KENDALL COUNTY GOVERNMENT,CST,290000093,2008,2272550.24
KENDALL COUNTY GOVERNMENT,CST,290000093,2009,2332925.14
KENDALL COUNTY GOVERNMENT,CST,290000093,2010,2236104.94
KENDALL COUNTY GOVERNMENT,CST,290000093,2011,2361131.4099999997
KENDALL COUNTY GOVERNMENT,CST,290000093,2012,2436429
KENDALL COUNTY GOVERNMENT,CST,290000093,2013,2469497.76
KENDALL COUNTY GOVERNMENT,CST,290000093,2014,2566192.69
KENDALL COUNTY GOVERNMENT,CST,290000093,2015,2726597.03
KENDALL COUNTY GOVERNMENT,CST,290000093,2016,2820206.49
KENDALL COUNTY GOVERNMENT,CST,290000093,2017,2874404.02
KENDALL COUNTY GOVERNMENT,CST,290000093,2018,3008607.41
KENDALL COUNTY GOVERNMENT,CST,290000093,2019,3107991.24
KENDALL COUNTY GOVERNMENT,CST,290000093,2020,3161168.2
KENDALL COUNTY GOVERNMENT,CST,290000093,2021,3388310.38
KENDALL COUNTY GOVERNMENT,CT,290000093,2006,843985.57
KENDALL COUNTY GOVERNMENT,CT,290000093,2007,954440.11
KENDALL COUNTY GOVERNMENT,CT,290000093,2008,1062282.05
KENDALL COUNTY GOVERNMENT,CT,290000093,2009,1316759.71
KENDALL COUNTY GOVERNMENT,CT,290000093,2010,909487.66
KENDALL COUNTY GOVERNMENT,CT,290000093,2011,959150.41
KENDALL COUNTY GOVERNMENT,CT,290000093,2012,1021746.66
KENDALL COUNTY GOVERNMENT,CT,290000093,2013,901134.54
KENDALL COUNTY GOVERNMENT,CT,290000093,2014,898533.9
KENDALL COUNTY GOVERNMENT,CT,290000093,2015,802894.7
KENDALL COUNTY GOVERNMENT,CT,290000093,2016,353462.45
KENDALL COUNTY GOVERNMENT,CT,290000093,2017,501222.05
KENDALL COUNTY GOVERNMENT,CT,290000093,2018,550269.31
KENDALL COUNTY GOVERNMENT,CT,290000093,2019,549774.31
KENDALL COUNTY GOVERNMENT,CT,290000093,2020,599840.34
KENDALL COUNTY GOVERNMENT,CT,290000093,2021,523912.68
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2006,3413128.25
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2007,3640330.19
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2008,7111364.94
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2009,8572477.68
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2010,8175504.07
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2011,8497818.98
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2012,8697620.25
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2013,8751756.06
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2014,8939668.04
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2015,9513238.05
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2016,9755102.23
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2017,10027091.01
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2018,10320136.11
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2019,10705113.45
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2020,10872443.89
KENDALL COUNTY GOVERNMENT,CTPS,290000093,2021,11643314
KENILWORTH,MT,390004430,2006,49359.01
KENILWORTH,MT,390004430,2007,46212.310000000005
KENILWORTH,MT,390004430,2008,43723.07
KENILWORTH,MT,390004430,2009,33923.99
KENILWORTH,MT,390004430,2010,40956.340000000004
KENILWORTH,MT,390004430,2011,36784.229999999996
KENILWORTH,MT,390004430,2012,58154.48
KENILWORTH,MT,390004430,2013,73382.86
KENILWORTH,MT,390004430,2014,41182.16
KENILWORTH,MT,390004430,2015,37067.39
KENILWORTH,MT,390004430,2016,43879.66
KENILWORTH,MT,390004430,2017,63083.87
KENILWORTH,MT,390004430,2018,47177.95
KENILWORTH,MT,390004430,2019,48785.28
KENILWORTH,MT,390004430,2020,58056.05
KENILWORTH,MT,390004430,2021,77291.55
KENNEY,MT,390004440,2006,1572.87
KENNEY,MT,390004440,2007,2025.41
KENNEY,MT,390004440,2008,1508.49
KENNEY,MT,390004440,2009,1294.45
KENNEY,MT,390004440,2010,1857.74
KENNEY,MT,390004440,2011,1116
KENNEY,MT,390004440,2012,1441.75
KENNEY,MT,390004440,2013,827.71
KENNEY,MT,390004440,2014,1132.7
KENNEY,MT,390004440,2015,1276.05
KENNEY,MT,390004440,2016,1739.55
KENNEY,MT,390004440,2017,1905.14
KENNEY,MT,390004440,2018,1335.93
KENNEY,MT,390004440,2019,1380.3
KENNEY,MT,390004440,2020,1173.32
KENNEY,MT,390004440,2021,2153.09
KEWANEE,MT,390004450,2006,2286681.17
KEWANEE,MT,390004450,2007,2376096.12
KEWANEE,MT,390004450,2008,2419165.9299999997
KEWANEE,MT,390004450,2009,2306345.4899999998
KEWANEE,MT,390004450,2010,2017683.6300000001
KEWANEE,MT,390004450,2011,1820025.82
KEWANEE,MT,390004450,2012,1878697.23
KEWANEE,MT,390004450,2013,1859620.81
KEWANEE,MT,390004450,2014,1937492.04
KEWANEE,MT,390004450,2015,1955127.56
KEWANEE,MT,390004450,2016,1973071.58
KEWANEE,MT,390004450,2017,1941686.88
KEWANEE,MT,390004450,2018,1940343.41
KEWANEE,MT,390004450,2019,1993222.11
KEWANEE,MT,390004450,2020,2065287.8
KEWANEE,MT,390004450,2021,2187719.94
KEWANEE,NHMR,390004450,2010,133470.19
KEWANEE,NHMR,390004450,2011,611482.3300000001
KEWANEE,NHMR,390004450,2012,629578.07
KEWANEE,NHMR,390004450,2013,626580.04
KEWANEE,NHMR,390004450,2014,624650.07
KEWANEE,NHMR,390004450,2015,628639.79
KEWANEE,NHMR,390004450,2016,636993.13
KEWANEE,NHMR,390004450,2017,614053.72
KEWANEE,NHMR,390004450,2018,616045.58
KEWANEE,NHMR,390004450,2019,624675.49
KEWANEE,NHMR,390004450,2020,619559.57
KEWANEE,NHMR,390004450,2021,669522.99
KEYESPORT,MT,390004460,2006,21953.08
KEYESPORT,MT,390004460,2007,14102.39
KEYESPORT,MT,390004460,2008,14812.33
KEYESPORT,MT,390004460,2009,16165.19
KEYESPORT,MT,390004460,2010,17920.309999999998
KEYESPORT,MT,390004460,2011,22955.480000000003
KEYESPORT,MT,390004460,2012,19958.61
KEYESPORT,MT,390004460,2013,22535.76
KEYESPORT,MT,390004460,2014,21797.55
KEYESPORT,MT,390004460,2015,20838.89
KEYESPORT,MT,390004460,2016,30680.55
KEYESPORT,MT,390004460,2017,34955.02
KEYESPORT,MT,390004460,2018,37487.17
KEYESPORT,MT,390004460,2019,30890.42
KEYESPORT,MT,390004460,2020,29789.14
KEYESPORT,MT,390004460,2021,37719.2
KEYESPORT,NHMR,390004460,2011,5844.37
KEYESPORT,NHMR,390004460,2012,7800.58
KEYESPORT,NHMR,390004460,2013,8954.85
KEYESPORT,NHMR,390004460,2014,8637
KEYESPORT,NHMR,390004460,2015,8450.33
KEYESPORT,NHMR,390004460,2016,11359.52
KEYESPORT,NHMR,390004460,2017,10318.84
KEYESPORT,NHMR,390004460,2018,10032.21
KEYESPORT,NHMR,390004460,2019,9752.78
KEYESPORT,NHMR,390004460,2020,8606.14
KEYESPORT,NHMR,390004460,2021,8401.22
KILBOURNE,MT,390004470,2006,27354.85
KILBOURNE,MT,390004470,2007,24714.309999999998
KILBOURNE,MT,390004470,2008,29688.68
KILBOURNE,MT,390004470,2009,28386.52
KILBOURNE,MT,390004470,2010,21076.59
KILBOURNE,MT,390004470,2011,22447.54
KILBOURNE,MT,390004470,2012,10315.61
KILBOURNE,MT,390004470,2013,8586.89
KILBOURNE,MT,390004470,2014,9268.47
KILBOURNE,MT,390004470,2015,9821.27
KILBOURNE,MT,390004470,2016,8961.77
KILBOURNE,MT,390004470,2017,10768.93
KILBOURNE,MT,390004470,2018,8844.83
KILBOURNE,MT,390004470,2019,5227.66
KILBOURNE,MT,390004470,2020,5032.12
KILBOURNE,MT,390004470,2021,16379.48
KILDEER,MT,390004472,2006,960572.31
KILDEER,MT,390004472,2007,1151796.78
KILDEER,MT,390004472,2008,1207907.8
KILDEER,MT,390004472,2009,1174155.35
KILDEER,MT,390004472,2010,1041933.99
KILDEER,MT,390004472,2011,1101718.1500000001
KILDEER,MT,390004472,2012,1231996.85
KILDEER,MT,390004472,2013,1268498.05
KILDEER,MT,390004472,2014,1446633.02
KILDEER,MT,390004472,2015,1420147.63
KILDEER,MT,390004472,2016,1342616.1
KILDEER,MT,390004472,2017,1306893.43
KILDEER,MT,390004472,2018,1638087.09
KILDEER,MT,390004472,2019,1701274.77
KILDEER,MT,390004472,2020,1586409.08
KILDEER,MT,390004472,2021,1257661.06
KILDEER,NHMR,390004472,2013,430587.9
KILDEER,NHMR,390004472,2014,586036.98
KILDEER,NHMR,390004472,2015,588981.28
KILDEER,NHMR,390004472,2016,550589.36
KILDEER,NHMR,390004472,2017,529423.37
KILDEER,NHMR,390004472,2018,688896.76
KILDEER,NHMR,390004472,2019,726548.88
KILDEER,NHMR,390004472,2020,669096.45
KILDEER,NHMR,390004472,2021,489102.65
KINCAID,MT,390004480,2006,51276.87
KINCAID,MT,390004480,2007,55641.01
KINCAID,MT,390004480,2008,58960.840000000004
KINCAID,MT,390004480,2009,60266.53
KINCAID,MT,390004480,2010,52699.02
KINCAID,MT,390004480,2011,57246.53
KINCAID,MT,390004480,2012,58862.29
KINCAID,MT,390004480,2013,68834.39
KINCAID,MT,390004480,2014,78069.94
KINCAID,MT,390004480,2015,54222.64
KINCAID,MT,390004480,2016,53838.58
KINCAID,MT,390004480,2017,57494.55
KINCAID,MT,390004480,2018,51332.7
KINCAID,MT,390004480,2019,57155.02
KINCAID,MT,390004480,2020,62050.32
KINCAID,MT,390004480,2021,109733.8
KINDERHOOK,MT,390004482,2006,2082.79
KINDERHOOK,MT,390004482,2007,3535.75
KINDERHOOK,MT,390004482,2008,3408.8900000000003
KINDERHOOK,MT,390004482,2009,1776.6499999999999
KINDERHOOK,MT,390004482,2010,1132.54
KINDERHOOK,MT,390004482,2011,3283.15
KINDERHOOK,MT,390004482,2012,5586.68
KINDERHOOK,MT,390004482,2013,4570.29
KINDERHOOK,MT,390004482,2014,4511.35
KINDERHOOK,MT,390004482,2015,4932.49
KINDERHOOK,MT,390004482,2016,3308.33
KINDERHOOK,MT,390004482,2017,5084.18
KINDERHOOK,MT,390004482,2018,3469.69
KINDERHOOK,MT,390004482,2019,6730.52
KINDERHOOK,MT,390004482,2020,9590.64
KINDERHOOK,MT,390004482,2021,6712.46
KINGSTON,MT,390004490,2006,47637.28999999999
KINGSTON,MT,390004490,2007,59446.39
KINGSTON,MT,390004490,2008,61083.9
KINGSTON,MT,390004490,2009,65756.39
KINGSTON,MT,390004490,2010,49610.77
KINGSTON,MT,390004490,2011,48757.56
KINGSTON,MT,390004490,2012,59987.37
KINGSTON,MT,390004490,2013,64877.29
KINGSTON,MT,390004490,2014,61956.15
KINGSTON,MT,390004490,2015,56103.74
KINGSTON,MT,390004490,2016,57082.77
KINGSTON,MT,390004490,2017,56779.85
KINGSTON,MT,390004490,2018,59769.03
KINGSTON,MT,390004490,2019,63600.58
KINGSTON,MT,390004490,2020,57049.67
KINGSTON,MT,390004490,2021,53297.02
KINGSTON MINES,MT,390004500,2006,3740.77
KINGSTON MINES,MT,390004500,2007,3123.23
KINGSTON MINES,MT,390004500,2008,3336.23
KINGSTON MINES,MT,390004500,2009,3393.88
KINGSTON MINES,MT,390004500,2010,3343.42
KINGSTON MINES,MT,390004500,2011,3302.17
KINGSTON MINES,MT,390004500,2012,3015.22
KINGSTON MINES,MT,390004500,2013,2763.82
KINGSTON MINES,MT,390004500,2014,3422.48
KINGSTON MINES,MT,390004500,2015,3148.17
KINGSTON MINES,MT,390004500,2016,2480.75
KINGSTON MINES,MT,390004500,2017,2858.94
KINGSTON MINES,MT,390004500,2018,2324.99
KINGSTON MINES,MT,390004500,2019,2453.25
KINGSTON MINES,MT,390004500,2020,3076.54
KINGSTON MINES,MT,390004500,2021,4094.17
KINMUNDY,MT,390004510,2006,27822.39
KINMUNDY,MT,390004510,2007,31627.260000000002
KINMUNDY,MT,390004510,2008,30070.43
KINMUNDY,MT,390004510,2009,26567.9
KINMUNDY,MT,390004510,2010,26742.54
KINMUNDY,MT,390004510,2011,26237.760000000002
KINMUNDY,MT,390004510,2012,28386.07
KINMUNDY,MT,390004510,2013,26073.49
KINMUNDY,MT,390004510,2014,24836.91
KINMUNDY,MT,390004510,2015,16707.58
KINMUNDY,MT,390004510,2016,16149.18
KINMUNDY,MT,390004510,2017,17270.88
KINMUNDY,MT,390004510,2018,17342.18
KINMUNDY,MT,390004510,2019,15534.16
KINMUNDY,MT,390004510,2020,14959.69
KINMUNDY,MT,390004510,2021,18823.4
KINSMAN,MT,390004515,2006,838.73
KINSMAN,MT,390004515,2007,998.03
KINSMAN,MT,390004515,2008,1517.45
KINSMAN,MT,390004515,2009,1014.13
KINSMAN,MT,390004515,2010,1324.21
KINSMAN,MT,390004515,2011,1413.1399999999999
KINSMAN,MT,390004515,2012,986.81
KINSMAN,MT,390004515,2013,631.49
KINSMAN,MT,390004515,2014,911.4
KINSMAN,MT,390004515,2015,722.17
KINSMAN,MT,390004515,2016,134.98
KINSMAN,MT,390004515,2017,22.12
KINSMAN,MT,390004515,2018,54.85
KINSMAN,MT,390004515,2019,22.75
KINSMAN,MT,390004515,2020,28.35
KINSMAN,MT,390004515,2021,338.71
KIRKLAND,MT,390004520,2006,145000.76
KIRKLAND,MT,390004520,2007,104681.47
KIRKLAND,MT,390004520,2008,101803.39
KIRKLAND,MT,390004520,2009,95803.85
KIRKLAND,MT,390004520,2010,74548.64
KIRKLAND,MT,390004520,2011,71871.37000000001
KIRKLAND,MT,390004520,2012,75797.67
KIRKLAND,MT,390004520,2013,72650.65
KIRKLAND,MT,390004520,2014,134326.37
KIRKLAND,MT,390004520,2015,138335.96
KIRKLAND,MT,390004520,2016,120750.89
KIRKLAND,MT,390004520,2017,123800.6
KIRKLAND,MT,390004520,2018,153484.87
KIRKLAND,MT,390004520,2019,192900.46
KIRKLAND,MT,390004520,2020,205150.22
KIRKLAND,MT,390004520,2021,189381.25
KIRKWOOD,MT,390004530,2006,9282.66
KIRKWOOD,MT,390004530,2007,7189.469999999999
KIRKWOOD,MT,390004530,2008,8932.33
KIRKWOOD,MT,390004530,2009,9973.27
KIRKWOOD,MT,390004530,2010,9978.43
KIRKWOOD,MT,390004530,2011,9297.83
KIRKWOOD,MT,390004530,2012,6803.4
KIRKWOOD,MT,390004530,2013,6741.14
KIRKWOOD,MT,390004530,2014,6227.79
KIRKWOOD,MT,390004530,2015,7510.48
KIRKWOOD,MT,390004530,2016,6338.88
KIRKWOOD,MT,390004530,2017,8427.44
KIRKWOOD,MT,390004530,2018,8056.11
KIRKWOOD,MT,390004530,2019,8919.99
KIRKWOOD,MT,390004530,2020,6462.54
KIRKWOOD,MT,390004530,2021,8594.05
KNOX COUNTY GOVERNMENT,CST,290000095,2006,1062096.52
KNOX COUNTY GOVERNMENT,CST,290000095,2007,1083411.23
KNOX COUNTY GOVERNMENT,CST,290000095,2008,1159586.27
KNOX COUNTY GOVERNMENT,CST,290000095,2009,1174406.6
KNOX COUNTY GOVERNMENT,CST,290000095,2010,1154277
KNOX COUNTY GOVERNMENT,CST,290000095,2011,1210117.2
KNOX COUNTY GOVERNMENT,CST,290000095,2012,1241213.71
KNOX COUNTY GOVERNMENT,CST,290000095,2013,1251367.14
KNOX COUNTY GOVERNMENT,CST,290000095,2014,1251278.48
KNOX COUNTY GOVERNMENT,CST,290000095,2015,1247832.04
KNOX COUNTY GOVERNMENT,CST,290000095,2016,1259164.59
KNOX COUNTY GOVERNMENT,CST,290000095,2017,1280186.17
KNOX COUNTY GOVERNMENT,CST,290000095,2018,1356968.24
KNOX COUNTY GOVERNMENT,CST,290000095,2019,1326717.28
KNOX COUNTY GOVERNMENT,CST,290000095,2020,1321848.67
KNOX COUNTY GOVERNMENT,CST,290000095,2021,1413004.94
KNOX COUNTY GOVERNMENT,CT,290000095,2006,259865.6
KNOX COUNTY GOVERNMENT,CT,290000095,2007,244247.91999999998
KNOX COUNTY GOVERNMENT,CT,290000095,2008,235244.27000000002
KNOX COUNTY GOVERNMENT,CT,290000095,2009,243060.75
KNOX COUNTY GOVERNMENT,CT,290000095,2010,231132.81
KNOX COUNTY GOVERNMENT,CT,290000095,2011,241793.53
KNOX COUNTY GOVERNMENT,CT,290000095,2012,294151.11
KNOX COUNTY GOVERNMENT,CT,290000095,2013,297917.98
KNOX COUNTY GOVERNMENT,CT,290000095,2014,295457.53
KNOX COUNTY GOVERNMENT,CT,290000095,2015,259183.75
KNOX COUNTY GOVERNMENT,CT,290000095,2016,234661.97
KNOX COUNTY GOVERNMENT,CT,290000095,2017,325373.69
KNOX COUNTY GOVERNMENT,CT,290000095,2018,374384.58
KNOX COUNTY GOVERNMENT,CT,290000095,2019,275378.93
KNOX COUNTY GOVERNMENT,CT,290000095,2020,262442.59
KNOX COUNTY GOVERNMENT,CT,290000095,2021,262379.42
KNOX COUNTY GOVERNMENT,CTPS,290000095,2006,882597.05
KNOX COUNTY GOVERNMENT,CTPS,290000095,2007,904461.43
KNOX COUNTY GOVERNMENT,CTPS,290000095,2008,967266.4
KNOX COUNTY GOVERNMENT,CTPS,290000095,2009,1001691.4
KNOX COUNTY GOVERNMENT,CTPS,290000095,2010,996625.87
KNOX COUNTY GOVERNMENT,CTPS,290000095,2011,1031265.64
KNOX COUNTY GOVERNMENT,CTPS,290000095,2012,1068783.73
KNOX COUNTY GOVERNMENT,CTPS,290000095,2013,1059608.35
KNOX COUNTY GOVERNMENT,CTPS,290000095,2014,1061498.17
KNOX COUNTY GOVERNMENT,CTPS,290000095,2015,1048728.97
KNOX COUNTY GOVERNMENT,CTPS,290000095,2016,1831262.43
KNOX COUNTY GOVERNMENT,CTPS,290000095,2017,2133636.28
KNOX COUNTY GOVERNMENT,CTPS,290000095,2018,2204413.74
KNOX COUNTY GOVERNMENT,CTPS,290000095,2019,2166106.16
KNOX COUNTY GOVERNMENT,CTPS,290000095,2020,2178963.12
KNOX COUNTY GOVERNMENT,CTPS,290000095,2021,2329111.67
KNOX COUNTY GOVERNMENT,CTSF,290000095,2012,3097990.71
KNOX COUNTY GOVERNMENT,CTSF,290000095,2013,4130649.42
KNOX COUNTY GOVERNMENT,CTSF,290000095,2014,4119270.94
KNOX COUNTY GOVERNMENT,CTSF,290000095,2015,4107247.46
KNOX COUNTY GOVERNMENT,CTSF,290000095,2016,4136175.53
KNOX COUNTY GOVERNMENT,CTSF,290000095,2017,4183582.59
KNOX COUNTY GOVERNMENT,CTSF,290000095,2018,4404377.87
KNOX COUNTY GOVERNMENT,CTSF,290000095,2019,4316938.42
KNOX COUNTY GOVERNMENT,CTSF,290000095,2020,4338724.26
KNOX COUNTY GOVERNMENT,CTSF,290000095,2021,4634847.68
KNOXVILLE,MT,390004540,2006,139225.37999999998
KNOXVILLE,MT,390004540,2007,129039.93999999999
KNOXVILLE,MT,390004540,2008,140992.56
KNOXVILLE,MT,390004540,2009,134606.9
KNOXVILLE,MT,390004540,2010,133434
KNOXVILLE,MT,390004540,2011,130378.64
KNOXVILLE,MT,390004540,2012,139665.65
KNOXVILLE,MT,390004540,2013,148151.13
KNOXVILLE,MT,390004540,2014,147135.77
KNOXVILLE,MT,390004540,2015,160773.62
KNOXVILLE,MT,390004540,2016,161708.59
KNOXVILLE,MT,390004540,2017,168977.54
KNOXVILLE,MT,390004540,2018,219788.15
KNOXVILLE,MT,390004540,2019,234568.45
KNOXVILLE,MT,390004540,2020,231541.21
KNOXVILLE,MT,390004540,2021,231173.55
LA HARPE,MT,390004600,2012,103700.07
LA HARPE,MT,390004600,2013,101931.65
LA HARPE,MT,390004600,2014,106703.69
LA HARPE,MT,390004600,2015,104775.39
LA HARPE,MT,390004600,2016,102286.23
LA HARPE,MT,390004600,2017,97951.27
LA HARPE,MT,390004600,2018,101286.15
LA HARPE,MT,390004600,2019,99231.11
LA HARPE,MT,390004600,2020,101040.7
LA HARPE,MT,390004600,2021,97207.23
LA PRAIRIE,MT,390004685,2012,746.6
LA PRAIRIE,MT,390004685,2013,153.14
LA PRAIRIE,MT,390004685,2014,70.66
LA PRAIRIE,MT,390004685,2015,422.27
LA PRAIRIE,MT,390004685,2016,387.9
LA PRAIRIE,MT,390004685,2017,362.71
LA PRAIRIE,MT,390004685,2018,335.97
LA PRAIRIE,MT,390004685,2019,147.31
LA PRAIRIE,MT,390004685,2020,234.01
LA PRAIRIE,MT,390004685,2021,658.61
LA ROSE,MT,390004688,2012,1312.65
LA ROSE,MT,390004688,2013,305.92
LA ROSE,MT,390004688,2014,49.22
LA ROSE,MT,390004688,2015,219.79
LA ROSE,MT,390004688,2016,46.35
LA ROSE,MT,390004688,2017,304
LA ROSE,MT,390004688,2018,875.39
LA ROSE,MT,390004688,2019,308.14
LA ROSE,MT,390004688,2020,69.48
LA ROSE,MT,390004688,2021,490.23
LA SALLE,HMR,390004690,2019,588581.59
LA SALLE,HMR,390004690,2020,748509.06
LA SALLE,HMR,390004690,2021,733682.32
LA SALLE,MT,390004690,2012,933442.2
LA SALLE,MT,390004690,2013,885532.26
LA SALLE,MT,390004690,2014,889599.38
LA SALLE,MT,390004690,2015,956281.61
LA SALLE,MT,390004690,2016,1022145.96
LA SALLE,MT,390004690,2017,998222.19
LA SALLE,MT,390004690,2018,1000884.87
LA SALLE,MT,390004690,2019,937587.42
LA SALLE,MT,390004690,2020,864697.12
LA SALLE,MT,390004690,2021,872464.82
LA SALLE,NHMR,390004690,2012,403045.04
LA SALLE,NHMR,390004690,2013,378512.34
LA SALLE,NHMR,390004690,2014,377157.08
LA SALLE,NHMR,390004690,2015,405794.75
LA SALLE,NHMR,390004690,2016,437601.37
LA SALLE,NHMR,390004690,2017,429505.74
LA SALLE,NHMR,390004690,2018,433562.51
LA SALLE,NHMR,390004690,2019,114798.14
LA SALLE,NHMR,390004690,2020,192.97
LA SALLE,NHMR,390004690,2021,120.21
LA SALLE COUNTY GOVERNMENT,CST,290000099,2012,3151108.97
LA SALLE COUNTY GOVERNMENT,CST,290000099,2013,3175145.23
LA SALLE COUNTY GOVERNMENT,CST,290000099,2014,3276525.95
LA SALLE COUNTY GOVERNMENT,CST,290000099,2015,3448681.31
LA SALLE COUNTY GOVERNMENT,CST,290000099,2016,3500509.55
LA SALLE COUNTY GOVERNMENT,CST,290000099,2017,3397671.01
LA SALLE COUNTY GOVERNMENT,CST,290000099,2018,3509168.08
LA SALLE COUNTY GOVERNMENT,CST,290000099,2019,3580825.31
LA SALLE COUNTY GOVERNMENT,CST,290000099,2020,3561548.2
LA SALLE COUNTY GOVERNMENT,CST,290000099,2021,3719610.38
LA SALLE COUNTY GOVERNMENT,CT,290000099,2012,937811.82
LA SALLE COUNTY GOVERNMENT,CT,290000099,2013,998584.12
LA SALLE COUNTY GOVERNMENT,CT,290000099,2014,1014583.94
LA SALLE COUNTY GOVERNMENT,CT,290000099,2015,1030394.55
LA SALLE COUNTY GOVERNMENT,CT,290000099,2016,942920.51
LA SALLE COUNTY GOVERNMENT,CT,290000099,2017,930353.21
LA SALLE COUNTY GOVERNMENT,CT,290000099,2018,958276.03
LA SALLE COUNTY GOVERNMENT,CT,290000099,2019,905301.45
LA SALLE COUNTY GOVERNMENT,CT,290000099,2020,878411.81
LA SALLE COUNTY GOVERNMENT,CT,290000099,2021,1001963.47
LA SALLE COUNTY GOVERNMENT,CTPS,290000099,2012,2627018.54
LA SALLE COUNTY GOVERNMENT,CTPS,290000099,2013,2617379.45
LA SALLE COUNTY GOVERNMENT,CTPS,290000099,2014,2657150.15
LA SALLE COUNTY GOVERNMENT,CTPS,290000099,2015,2753872.55
LA SALLE COUNTY GOVERNMENT,CTPS,290000099,2016,2769694.88
LA SALLE COUNTY GOVERNMENT,CTPS,290000099,2017,2666435.05
LA SALLE COUNTY GOVERNMENT,CTPS,290000099,2018,2755326.11
LA SALLE COUNTY GOVERNMENT,CTPS,290000099,2019,2821365.24
LA SALLE COUNTY GOVERNMENT,CTPS,290000099,2020,2801827.3
LA SALLE COUNTY GOVERNMENT,CTPS,290000099,2021,2895751.03
LACON,MT,390004550,2006,206192.6
LACON,MT,390004550,2007,236398.71000000002
LACON,MT,390004550,2008,242223.75
LACON,MT,390004550,2009,230299.61000000002
LACON,MT,390004550,2010,232518.76
LACON,MT,390004550,2011,259355.29
LACON,MT,390004550,2012,271413.65
LACON,MT,390004550,2013,266131.33
LACON,MT,390004550,2014,250667.78
LACON,MT,390004550,2015,232328.82
LACON,MT,390004550,2016,233224.56
LACON,MT,390004550,2017,229554.24
LACON,MT,390004550,2018,225341.03
LACON,MT,390004550,2019,224250.78
LACON,MT,390004550,2020,212913.82
LACON,MT,390004550,2021,244717.25
LADD,MT,390004560,2006,47082.689999999995
LADD,MT,390004560,2007,39584.219999999994
LADD,MT,390004560,2008,42318.93
LADD,MT,390004560,2009,43120.340000000004
LADD,MT,390004560,2010,40728.5
LADD,MT,390004560,2011,40638.87
LADD,MT,390004560,2012,46007.53
LADD,MT,390004560,2013,46335.46
LADD,MT,390004560,2014,49939.95
LADD,MT,390004560,2015,54027.6
LADD,MT,390004560,2016,53878.78
LADD,MT,390004560,2017,54445.27
LADD,MT,390004560,2018,59284.43
LADD,MT,390004560,2019,63812.36
LADD,MT,390004560,2020,67328.83
LADD,MT,390004560,2021,60601.2
LAFAYETTE,MT,390004570,2006,2366.72
LAFAYETTE,MT,390004570,2007,1018.39
LAFAYETTE,MT,390004570,2008,1541.35
LAFAYETTE,MT,390004570,2009,1139.21
LAFAYETTE,MT,390004570,2010,1679.35
LAFAYETTE,MT,390004570,2011,882.23
LAFAYETTE,MT,390004570,2012,476.27
LAFAYETTE,MT,390004570,2013,508.4
LAFAYETTE,MT,390004570,2014,370.27
LAFAYETTE,MT,390004570,2015,721.2
LAFAYETTE,MT,390004570,2016,366.66
LAFAYETTE,MT,390004570,2017,692.01
LAFAYETTE,MT,390004570,2018,419.02
LAFAYETTE,MT,390004570,2019,661.2
LAFAYETTE,MT,390004570,2020,792.01
LAFAYETTE,MT,390004570,2021,934.71
LAGRANGE,MT,390004580,2006,1142558.92
LAGRANGE,MT,390004580,2007,1207508.29
LAGRANGE,MT,390004580,2008,1235745.56
LAGRANGE,MT,390004580,2009,1276423.55
LAGRANGE,MT,390004580,2010,1168370.24
LAGRANGE,MT,390004580,2011,1223227.11
LAGRANGE,MT,390004580,2012,1332073.97
LAGRANGE,MT,390004580,2013,1392090.97
LAGRANGE,MT,390004580,2014,1446060.1
LAGRANGE,MT,390004580,2015,1505472.22
LAGRANGE,MT,390004580,2016,1532373.86
LAGRANGE,MT,390004580,2017,1525490.58
LAGRANGE,MT,390004580,2018,1465678.2
LAGRANGE,MT,390004580,2019,1418694.3
LAGRANGE,MT,390004580,2020,1448579.07
LAGRANGE,MT,390004580,2021,1469166.58
LAGRANGE,NHMR,390004580,2007,165706.41
LAGRANGE,NHMR,390004580,2008,233356.84999999998
LAGRANGE,NHMR,390004580,2009,242501.31
LAGRANGE,NHMR,390004580,2010,217702.43
LAGRANGE,NHMR,390004580,2011,236309.03
LAGRANGE,NHMR,390004580,2012,258420.85
